id,time,y
1,1,-0.077505535
1,2,2.383488483
1,3,-0.053998683
1,4,-1.836040832
1,5,-1.384191331
1,6,-0.690717715
1,7,-0.251072506
1,8,0.180267476
1,9,-0.0520347
1,10,1.390459998
2,1,0.046657529
2,2,-0.034476492
2,3,-0.281066791
2,4,0.755688224
2,5,0.674365557
2,6,-0.311837078
2,7,-1.842239651
2,8,-0.145012829
2,9,-1.157201022
2,10,-1.933794846
3,1,1.935735901
3,2,2.568104928
3,3,-0.94050876
3,4,-0.896581333
3,5,-0.827594855
3,6,1.355110524
3,7,0.498760122
3,8,1.516133273
3,9,2.428665113
3,10,1.893065423
4,1,1.055774366
4,2,2.20897309
4,3,0.452353104
4,4,-0.216637759
4,5,1.44856352
4,6,0.93249875
4,7,1.428634829
4,8,-0.835936962
4,9,-0.825967641
4,10,-0.146816039
5,1,-0.125749153
5,2,0.689083571
5,3,-0.030712018
5,4,-1.694676865
5,5,0.046767611
5,6,1.27979724
5,7,0.560994785
5,8,1.036298904
5,9,1.457299599
5,10,0.279262476
6,1,0.422498173
6,2,1.153584856
6,3,-1.869033501
6,4,-0.59898156
6,5,-0.308414849
6,6,-1.32992131
6,7,-0.840612049
6,8,-0.349655226
6,9,-0.296060191
6,10,0.150392494
7,1,-1.291339255
7,2,-1.205168514
7,3,0.283652948
7,4,-1.892682644
7,5,-2.643742179
7,6,0.850429689
7,7,0.636165662
7,8,1.120087858
7,9,0.200809522
7,10,1.208843954
8,1,-2.208822305
8,2,-0.220621064
8,3,-2.4000421
8,4,-2.945800728
8,5,-1.710129866
8,6,-0.764007525
8,7,-0.908117146
8,8,-0.38708594
8,9,-1.455391445
8,10,0.167027591
9,1,0.257951061
9,2,1.798090953
9,3,0.053765822
9,4,-1.508502704
9,5,0.515417519
9,6,-0.472183624
9,7,-0.276809889
9,8,2.057037916
9,9,2.333105857
9,10,2.017379838
10,1,-0.352691389
10,2,0.943087416
10,3,-0.681949837
10,4,-3.098933822
10,5,-1.919539384
10,6,-1.984619707
10,7,-1.426008342
10,8,-0.731191699
10,9,-0.851042782
10,10,0.522191168
11,1,-0.186811356
11,2,0.76610843
11,3,-0.360968256
11,4,-1.979359386
11,5,-0.991384537
11,6,0.206360026
11,7,0.310420288
11,8,1.843672153
11,9,2.176464162
11,10,2.189006368
12,1,-2.674654797
12,2,-1.949875782
12,3,-1.506812302
12,4,-2.273867988
12,5,-1.518749044
12,6,-0.870556012
12,7,0.329703008
12,8,0.740744663
12,9,0.005849666
12,10,0.356434893
13,1,-1.640411409
13,2,-2.864149588
13,3,-1.431236125
13,4,-2.958384773
13,5,1.834127983
13,6,2.843539386
13,7,0.804000874
13,8,2.493695038
13,9,0.397666964
13,10,-0.004666299
14,1,-3.093937977
14,2,-1.283740156
14,3,-1.716636169
14,4,-1.148762967
14,5,0.742652308
14,6,0.640906721
14,7,0.956017238
14,8,-0.856067988
14,9,-1.19836108
14,10,1.163396532
15,1,0.411918882
15,2,0.105105454
15,3,0.892193758
15,4,-0.238537509
15,5,0.619919211
15,6,0.828153886
15,7,0.279025945
15,8,-0.059175676
15,9,-1.836473256
15,10,-0.199169507
16,1,-3.057339774
16,2,0.864471446
16,3,1.601485453
16,4,-0.555215273
16,5,0.693747268
16,6,0.397348158
16,7,-0.239380793
16,8,-1.442354102
16,9,-2.738084871
16,10,-1.708631859
17,1,-2.844229901
17,2,1.734728494
17,3,-0.944023267
17,4,-1.046981631
17,5,-1.483014471
17,6,-0.669888173
17,7,2.186524474
17,8,2.611828077
17,9,2.768597821
17,10,0.596653761
18,1,-0.566753695
18,2,2.367407101
18,3,-1.797543549
18,4,-0.543237843
18,5,0.751298004
18,6,0.32650512
18,7,-0.26696806
18,8,1.500200905
18,9,1.071549726
18,10,1.856854366
19,1,-0.589014229
19,2,0.04074196
19,3,-0.814873023
19,4,-0.210929016
19,5,0.513172972
19,6,1.807460046
19,7,0.498889063
19,8,0.622209325
19,9,-0.351022892
19,10,0.401438237
20,1,-1.745282582
20,2,-0.468923702
20,3,-0.32156694
20,4,-2.814411326
20,5,-2.29560729
20,6,-2.143068116
20,7,-0.026842527
20,8,0.853495051
20,9,1.957422837
20,10,1.836239248
21,1,-0.523018692
21,2,1.249459815
