id,time,y
1,1,0.146483091
1,2,1.098241149
1,3,0.19025241
1,4,0.022719565
2,1,-1.076315171
2,2,-2.150051652
2,3,-1.040921046
2,4,0.496758941
3,1,-1.009168164
3,2,-1.917914246
3,3,-0.913056244
3,4,-0.450119254
4,1,0.594462705
4,2,0.690761564
4,3,0.705517689
4,4,-0.10004359
5,1,-2.386178227
5,2,-1.968148935
5,3,-2.491713305
5,4,-2.408072471
6,1,2.103743476
6,2,0.690616705
6,3,-0.514677738
6,4,1.241940759
7,1,-0.968548861
7,2,-0.260897529
7,3,-0.339947488
7,4,1.718122985
8,1,1.443057614
8,2,-0.56844664
8,3,0.813921519
8,4,2.828776911
9,1,-1.148703867
9,2,-1.687108522
9,3,0.491432953
9,4,0.162564791
10,1,1.313018654
10,2,-1.659283733
10,3,-1.132510948
10,4,0.135841498
11,1,0.239487241
11,2,-0.574095236
11,3,0.27617741
11,4,0.610261033
12,1,0.449003844
12,2,0.272910154
12,3,0.195905472
12,4,0.490363377
13,1,0.859096534
13,2,-2.60568609
13,3,-1.033977984
13,4,0.218073826
14,1,-1.709736429
14,2,-1.827707472
14,3,-0.777280384
14,4,-1.00548205
15,1,-0.196656523
15,2,-0.855375538
15,3,-1.34482473
15,4,0.014008857
16,1,-1.324781885
16,2,-3.072904232
16,3,-0.479776092
16,4,0.108402375
17,1,-2.649040595
17,2,-0.71525367
17,3,-0.05679231
17,4,0.587852238
18,1,-0.496838808
18,2,-1.501708968
18,3,-2.17506475
18,4,-1.10105832
19,1,-1.420889157
19,2,-2.548119372
19,3,-1.775256954
19,4,-0.836298191
20,1,-0.595226074
20,2,-1.81892195
20,3,-2.459990003
20,4,-0.326992174
21,1,-0.433446843
21,2,-0.844111411
21,3,-0.479256531
21,4,-1.160554583
22,1,1.546269534
22,2,-0.03092024
22,3,-0.137639336
22,4,2.612633306
23,1,0.288136232
23,2,-1.350407882
23,3,-0.592197001
23,4,0.814778353
24,1,0.08879408
24,2,-1.767888804
24,3,-1.665981423
24,4,-1.926355441
25,1,-0.283508474
25,2,-1.204121478
25,3,-1.205563944
25,4,0.15786517
26,1,-0.563165691
26,2,-2.367352242
26,3,-0.791686019
26,4,-0.131323177
27,1,-0.589995958
27,2,-0.784037386
27,3,-0.04508646
27,4,1.448523783
28,1,0.86297829
28,2,-0.761890208
28,3,-2.553241355
28,4,-1.423847872
29,1,-0.593322559
29,2,-2.362829892
29,3,-1.695791472
29,4,-1.076207071
30,1,0.351866311
30,2,-1.312527943
30,3,-1.001863296
30,4,0.259116158
31,1,-1.354265373
31,2,-3.452353168
31,3,-1.838273837
31,4,-1.218192206
32,1,3.219645753
32,2,1.883833298
32,3,0.306021939
32,4,2.431664602
33,1,-0.047811526
33,2,-0.938850362
33,3,-3.187032208
33,4,-1.887562237
34,1,-0.777621458
34,2,-2.27649226
34,3,0.111715571
34,4,1.640335262
35,1,0.556129621
35,2,-2.085558092
35,3,-2.352100545
35,4,1.324763809
36,1,0.017450227
36,2,-1.995430185
36,3,-0.023687072
36,4,0.813206865
37,1,0.01799676
37,2,-1.559246177
37,3,-0.897108496
37,4,-0.278944856
38,1,-2.192256354
38,2,-2.44613274
38,3,-3.493094103
38,4,1.269120385
39,1,1.371163411
39,2,-0.101656415
39,3,0.569705958
39,4,-0.377140183
40,1,-0.950575633
40,2,-3.845588501
40,3,-3.495190521
40,4,-2.221877205
41,1,-2.805191753
41,2,0.23775316
41,3,0.083411105
41,4,0.014327104
42,1,-1.364682034
42,2,-0.984565785
42,3,2.164221319
42,4,2.388857234
43,1,0.316033417
43,2,-3.36278883
43,3,-2.186554921
43,4,1.458722749
44,1,-2.272069089
44,2,-2.261606253
44,3,-0.098363917
44,4,0.653324677
45,1,-0.908914722
45,2,-0.562225975
45,3,-0.562231284
45,4,0.983939943
46,1,-0.627172369
46,2,-1.857028231
46,3,-1.262646127
46,4,1.642401963
47,1,0.477742799
47,2,0.952911228
47,3,0.016810277
47,4,0.757556081
48,1,-1.246974865
48,2,-2.501019396
48,3,-2.3911449
48,4,-0.961767794
49,1,1.199095107
49,2,-2.361965279
49,3,-2.438581457
49,4,-2.033567883
50,1,0.767418588
50,2,-0.882163559
50,3,1.094755946
50,4,0.32786904
51,1,-0.49289148
51,2,0.098253562
51,3,0.626791646
51,4,0.739938209
52,1,1.026406554
52,2,0.279309956
52,3,-0.429074631
52,4,0.910760229
53,1,1.002392728
53,2,-1.839157607
53,3,-2.509835206
53,4,0.019824717
54,1,0.221758812
54,2,-2.134665806
54,3,-2.288926251
54,4,-2.691639238
55,1,-0.360109813
55,2,-1.555657766
55,3,0.096411474
55,4,0.869896582
56,1,0.530685129
56,2,-0.242381434
56,3,-1.430458144
56,4,-1.065306709
57,1,-1.181578675
57,2,-1.992715563
57,3,-0.337013419
57,4,0.553234177
58,1,0.412132761
58,2,-3.028752725
58,3,-2.377655489
58,4,-1.697389958
59,1,-0.34941219
59,2,-0.725185251
59,3,-1.301039884
59,4,-0.896305898
60,1,-2.522732384
60,2,-2.900731889
60,3,-1.45971521
60,4,-1.219085352
61,1,1.327623705
61,2,-1.0842439
61,3,0.630931431
61,4,1.022043282
62,1,-0.232104729
62,2,0.166732589
62,3,-0.258977669
62,4,-1.497734812
63,1,0.426677334
63,2,-0.967513722
63,3,-1.61099199
63,4,-3.208615982
64,1,0.036078025
64,2,0.668996916
64,3,0.604548345
64,4,1.132450649
65,1,1.854921071
65,2,-1.954961164
65,3,-1.766739817
65,4,-0.121518044
66,1,0.081162093
66,2,-3.001230457
66,3,0.376197951
66,4,2.409272593
67,1,-1.179892821
67,2,-0.956146068
67,3,1.129157178
67,4,1.530587718
68,1,1.48714492
68,2,-0.210935997
68,3,1.243770376
68,4,2.350280584
69,1,-1.029710349
69,2,-1.341695906
69,3,-1.164124823
69,4,0.864344933
70,1,-1.905899917
70,2,-0.663778677
70,3,-0.887536513
70,4,-0.307862568
71,1,-0.952803775
71,2,-1.923748083
71,3,-1.897540679
71,4,0.174798973
72,1,-0.995202487
72,2,-1.434882364
72,3,-1.882986939
72,4,-0.908453421
73,1,-1.218162689
73,2,-1.59142826
73,3,-1.285142251
73,4,-1.232819412
74,1,-1.296944458
74,2,-0.145677155
74,3,0.179578761
74,4,-0.059968005
75,1,0.129679418
75,2,-0.876166969
75,3,-0.532347155
75,4,1.560620086
76,1,-0.059635989
76,2,-0.972665998
76,3,-1.135839098
76,4,-1.625524554
77,1,-0.461885507
77,2,-0.709281228
77,3,-1.555669659
77,4,-0.263776233
78,1,-0.719688302
78,2,-2.527172676
78,3,-1.12170938
78,4,-0.079076189
79,1,0.596877107
79,2,-1.590313404
79,3,-1.40905138
79,4,0.315800357
80,1,-0.277525323
80,2,0.401476387
80,3,1.277708749
80,4,2.987036357
81,1,-0.675735707
81,2,-1.280012718
81,3,-0.352825363
81,4,1.199546013
82,1,0.605294069
82,2,-2.561268987
82,3,-1.939748074
82,4,-0.484622051
83,1,-0.777313452
83,2,-0.705641562
83,3,-0.163873204
83,4,0.266010326
84,1,0.869974889
84,2,-1.77417022
84,3,0.241700562
84,4,0.401679308
85,1,-0.404769939
85,2,-1.318606428
85,3,-1.455799455
85,4,-0.325471103
86,1,2.670723554
86,2,-0.097497002
86,3,0.714577014
86,4,0.045284396
87,1,-0.711209297
87,2,-0.857180409
87,3,0.940145319
87,4,0.988578325
88,1,-0.92366863
88,2,1.277146077
88,3,1.386696581
88,4,-2.564773633
89,1,-1.596975236
89,2,0.980548053
89,3,-1.126203444
89,4,1.454849783
90,1,-0.780285466
90,2,-3.028148609
90,3,-2.160870782
90,4,-0.505213463
91,1,0.016468647
91,2,-3.178104728
91,3,-3.32025726
91,4,-0.677934934
92,1,-0.276639887
92,2,-0.166546849
92,3,-0.697559591
92,4,0.333858209
93,1,1.15387374
93,2,0.0007918
93,3,0.976057933
93,4,1.012712705
94,1,-0.111370296
94,2,-0.974872469
94,3,0.474557401
94,4,2.261346454
95,1,-0.583608108
95,2,-2.032364114
95,3,-1.744477351
95,4,-1.319216446
96,1,-0.796527647
96,2,-2.041748956
96,3,-2.429350808
96,4,-0.411964967
97,1,0.903996112
97,2,0.02274641
97,3,0.446064579
97,4,2.102133614
98,1,-2.138292539
98,2,-3.457762173
98,3,-1.465198217
98,4,-0.493180386
99,1,-2.21567317
99,2,-4.133559634
99,3,-1.341412734
99,4,1.076003207
100,1,-1.441866449
100,2,-0.746662922
100,3,0.845850571
