id,time,y
1,1,0.039557296
1,2,1.298813824
1,3,0.474308513
1,4,-0.651818062
2,1,-1.220501914
2,2,-1.879584446
2,3,-0.65787854
2,4,-0.412838076
3,1,-1.103926311
3,2,-1.74016579
3,3,-0.661324378
3,4,-1.047897699
4,1,0.594121171
4,2,0.691402217
4,3,0.706424998
4,4,-0.102198143
5,1,-2.460241142
5,2,-1.829220838
5,3,-2.294959816
5,4,-2.875295779
6,1,1.990577774
6,2,0.902894272
6,3,-0.21404487
6,4,0.528038895
7,1,-1.111925979
7,2,0.008050972
7,3,0.040944191
7,4,0.81363346
8,1,1.338911787
8,2,-0.373088662
8,3,1.090592437
8,4,2.171776613
9,1,-1.17293689
9,2,-1.641651929
9,3,0.55580973
9,4,0.009691616
10,1,1.193327774
10,2,-1.43476616
10,3,-0.814543475
10,4,-0.619224219
11,1,0.161064254
11,2,-0.426988464
11,3,0.484513746
11,4,0.115532364
12,1,0.405112703
12,2,0.355241677
12,3,0.312505459
12,4,0.213477655
13,1,0.75039725
13,2,-2.401786681
13,3,-0.745210477
13,4,-0.4676518
14,1,-1.726857354
14,2,-1.795591839
14,3,-0.731797412
14,4,-1.1134888
15,1,-0.317051699
15,2,-0.629536836
15,3,-1.02498624
15,4,-0.745499895
16,1,-1.428108409
16,2,-2.87908311
16,3,-0.205281711
16,4,-0.543429382
17,1,-2.708675239
17,2,-0.603390295
17,3,0.101631434
17,4,0.211649174
18,1,-0.497514743
18,2,-1.500441042
18,3,-2.17326908
18,4,-1.105322432
19,1,-1.462045023
19,2,-2.47091871
19,3,-1.665923422
19,4,-1.095928525
20,1,-0.725048339
20,2,-1.575399804
20,3,-2.115107772
20,4,-1.145971381
21,1,-0.501201352
21,2,-0.717016696
21,3,-0.299261778
21,4,-1.587981534
22,1,1.477788632
22,2,0.09753705
22,3,0.044285131
22,4,2.180623934
23,1,0.200074326
23,2,-1.185220313
23,3,-0.358254183
23,4,0.259242907
24,1,0.026285328
24,2,-1.650634146
24,3,-1.499922407
24,4,-2.320689708
25,1,-0.384644465
25,2,-1.014409384
25,3,-0.936888872
25,4,-0.480147686
26,1,-0.6870328
26,2,-2.135000849
26,3,-0.462624092
26,4,-0.912734489
27,1,-0.621821378
27,2,-0.724338886
27,3,0.039460069
27,4,1.247754236
28,1,0.774349212
28,2,-0.595638731
28,3,-2.317791803
28,4,-1.982961303
29,1,-0.611578411
29,2,-2.328585347
29,3,-1.647293481
29,4,-1.191373475
30,1,0.253169162
30,2,-1.127390659
30,3,-0.739667185
30,4,-0.363511346
31,1,-1.390371547
31,2,-3.384624778
31,3,-1.742355177
31,4,-1.445966738
32,1,3.105287993
32,2,2.098346941
32,3,0.609821593
32,4,1.710242686
33,1,-0.053974269
33,2,-0.927290217
33,3,-3.170660437
33,4,-1.926439682
34,1,-0.907326919
34,2,-2.033189215
34,3,0.456287505
34,4,0.822092907
35,1,0.431483572
35,2,-1.851745552
35,3,-2.020969305
35,4,0.538438576
36,1,-0.036001764
36,2,-1.895164305
36,3,0.118312006
36,4,0.476006853
37,1,-0.078079275
37,2,-1.37902561
37,3,-0.641875565
37,4,-0.885037152
38,1,-2.273119615
38,2,-2.294448475
38,3,-3.278275005
38,4,0.758997337
39,1,1.365344267
39,2,-0.090740796
39,3,0.585164935
39,4,-0.41385005
40,1,-1.004302677
40,2,-3.744806675
40,3,-3.352460746
40,4,-2.560812376
41,1,-2.825000808
41,2,0.274911222
41,3,0.136035293
41,4,-0.110637628
42,1,-1.367204822
42,2,-0.979833508
42,3,2.170923289
42,4,2.37294231
43,1,0.184321431
43,2,-3.115721922
43,3,-1.836652508
43,4,0.627822301
44,1,-2.333028902
44,2,-2.147257113
44,3,0.063580232
44,4,0.268761837
45,1,-0.987827003
45,2,-0.414201383
45,3,-0.352595107
45,4,0.486124589
46,1,-0.769771452
46,2,-1.589539179
46,3,-0.883821355
46,4,0.742820648
47,1,0.372015945
47,2,1.151234916
47,3,0.297681307
47,4,0.090581929
48,1,-1.357018953
48,2,-2.294597388
48,3,-2.098804824
48,4,-1.655977069
49,1,1.117752431
49,2,-2.209381721
49,3,-2.222488756
49,4,-2.546715307
50,1,0.765867031
50,2,-0.879253129
50,3,1.098877771
50,4,0.318081095
51,1,-0.593489579
51,2,0.286956671
51,3,0.894037768
51,4,0.105318628
52,1,0.902706609
52,2,0.511347782
52,3,-0.100456785
52,4,0.130403461
53,1,0.963365825
53,2,-1.76595048
53,3,-2.406157418
53,4,-0.226375131
54,1,0.101795849
54,2,-1.909637856
54,3,-1.970235969
54,4,-3.448421382
55,1,-0.422530492
55,2,-1.438568315
55,3,0.26223652
55,4,0.476117917
56,1,0.445028901
56,2,-0.081706465
56,3,-1.202906184
56,4,-1.605666018
57,1,-1.244558042
57,2,-1.874578119
57,3,-0.169704178
57,4,0.155931049
58,1,0.379234848
58,2,-2.967042428
58,3,-2.290259803
58,4,-1.904925293
59,1,-0.358037073
59,2,-0.709006593
59,3,-1.278127258
59,4,-0.950715672
60,1,-2.62339665
60,2,-2.711904665
60,3,-1.192293312
60,4,-1.854122342
61,1,1.295812896
61,2,-1.024572806
61,3,0.715439146
61,4,0.821365907
62,1,-0.331065119
62,2,0.352363664
62,3,0.00391776
62,4,-2.122022965
63,1,0.360634626
63,2,-0.843630025
63,3,-1.435544762
63,4,-3.625244092
64,1,-0.102667317
64,2,0.929257076
64,3,0.973135375
64,4,0.257180524
65,1,1.755541488
65,2,-1.76854376
65,3,-1.502730769
65,4,-0.748450664
66,1,0.026896832
66,2,-2.899439035
66,3,0.52035754
66,4,2.066942095
67,1,-1.231672231
67,2,-0.859017636
67,3,1.266712924
67,4,1.203939125
68,1,1.41078181
68,2,-0.067693168
68,3,1.446634499
68,4,1.868546579
69,1,-1.169532815
69,2,-1.079415263
69,3,-0.792676334
69,4,-0.017720195
70,1,-2.017154758
70,2,-0.455085524
70,3,-0.591979985
70,4,-1.009709834
71,1,-1.088659968
71,2,-1.668907423
71,3,-1.536628882
71,4,-0.682245059
72,1,-1.037816737
72,2,-1.354946048
72,3,-1.769779104
72,4,-1.177283923
73,1,-1.263602331
73,2,-1.506192038
73,3,-1.164428556
73,4,-1.519473806
74,1,-1.3095659
74,2,-0.122001704
74,3,0.213108533
74,4,-0.139589928
75,1,0.004422928
75,2,-0.641209358
75,3,-0.199594235
75,4,0.770443909
76,1,-0.077185972
76,2,-0.939745532
76,3,-1.089216299
76,4,-1.736238007
77,1,-0.57130838
77,2,-0.504024502
77,3,-1.264979885
77,4,-0.954066597
78,1,-0.862399851
78,2,-2.259472657
78,3,-0.742585833
78,4,-0.979366996
79,1,0.496413605
79,2,-1.401862773
79,3,-1.142162824
79,4,-0.317970126
80,1,-0.352805057
80,2,0.542687006
80,3,1.477694804
80,4,2.512136794
81,1,-0.795940986
81,2,-1.054530227
81,3,-0.033491348
81,4,0.441235221
82,1,0.481000437
82,2,-2.328117515
82,3,-1.609553055
82,4,-1.268724074
83,1,-0.870910837
83,2,-0.530070477
83,3,0.084775013
83,4,-0.324445492
84,1,0.865991216
84,2,-1.7666976
84,3,0.252283475
84,4,0.376548452
85,1,-0.517197738
85,2,-1.107713028
85,3,-1.15712688
85,4,-1.034717931
86,1,2.621610484
86,2,-0.005370121
86,3,0.845049437
86,4,-0.264543689
87,1,-0.751760687
87,2,-0.78111363
87,3,1.047873019
87,4,0.7327613
88,1,-0.953183042
88,2,1.332509562
88,3,1.465103751
88,4,-2.750964269
89,1,-1.736311352
89,2,1.241916394
89,3,-0.75604698
89,4,0.575852779
90,1,-0.896931986
90,2,-2.809341682
90,3,-1.85099087
90,4,-1.241073945
91,1,-0.099266573
